DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION
200204620,01/13/2020 12:00:00 AM,01/13/2020 12:00:00 AM,1930,Rampart,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,M,O,UNKNOWN TYPE CUTTING INSTRUMENT,Invest Cont,6TH
201107194,03/11/2020 12:00:00 AM,03/11/2020 12:00:00 AM,1100,Northeast,VEHICLE - STOLEN,0,,,,Invest Cont,5600 N  FIGUEROA                     ST
200313281,06/27/2020 12:00:00 AM,06/26/2020 12:00:00 AM,2305,Southwest,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),44,M,B,,Invest Cont,4800    WESTHAVEN                    ST
200204621,01/13/2020 12:00:00 AM,01/13/2020 12:00:00 AM,1900,Rampart,INTIMATE PARTNER - SIMPLE ASSAULT,55,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,2000 W  8TH                          ST
200204622,01/13/2020 12:00:00 AM,01/13/2020 12:00:00 AM,1523,Rampart,BATTERY WITH SEXUAL CONTACT,23,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,WILSHIRE
200204623,01/13/2020 12:00:00 AM,01/13/2020 12:00:00 AM,410,Rampart,BURGLARY,45,M,I,,Invest Cont,900    MICHELTORENA                 ST
200204624,01/13/2020 12:00:00 AM,01/11/2020 12:00:00 AM,1800,Rampart,BURGLARY,37,M,W,,Invest Cont,900    MICHELTORENA                 ST
200204625,01/13/2020 12:00:00 AM,01/13/2020 12:00:00 AM,1245,Rampart,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,400 S  RAMPART                      BL
200204626,01/14/2020 12:00:00 AM,01/14/2020 12:00:00 AM,5,Rampart,FAILURE TO YIELD,0,X,X,,Invest Cont,6TH
200204627,01/13/2020 12:00:00 AM,01/10/2020 12:00:00 AM,2250,Rampart,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0,X,X,,Invest Cont,1000 W  SUNSET                       BL
200204628,01/14/2020 12:00:00 AM,01/13/2020 12:00:00 AM,2030,Rampart,BURGLARY FROM VEHICLE,29,F,W,,Invest Cont,500 S  CORONADO                     ST
200204630,01/13/2020 12:00:00 AM,01/11/2020 12:00:00 AM,100,Rampart,BURGLARY FROM VEHICLE,25,F,H,,Invest Cont,1000    GRAND VIEW                   ST
200204631,01/13/2020 12:00:00 AM,01/12/2020 12:00:00 AM,2100,Rampart,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,X,,Invest Cont,700 N  ALVARADO                     ST
200204633,01/14/2020 12:00:00 AM,01/13/2020 12:00:00 AM,1353,Rampart,ARSON,0,X,X,FIRE,Invest Cont,400 N  BIXEL                        ST
200204635,01/13/2020 12:00:00 AM,01/13/2020 12:00:00 AM,1900,Rampart,ROBBERY,55,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,2000 W  8TH                          ST
200204636,01/13/2020 12:00:00 AM,01/13/2020 12:00:00 AM,2330,Rampart,INTIMATE PARTNER - AGGRAVATED ASSAULT,27,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,LA FAYETTE P                 PL
200204639,01/14/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1400,Rampart,THEFT PLAIN - PETTY ($950 & UNDER),24,F,B,,Invest Cont,700    GARLAND                      AV
200204643,01/13/2020 12:00:00 AM,01/13/2020 12:00:00 AM,2020,Rampart,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),47,M,H,,Invest Cont,200 S  CARONDELET                   ST
200204644,01/14/2020 12:00:00 AM,01/13/2020 12:00:00 AM,2140,Rampart,BURGLARY FROM VEHICLE,39,F,H,,Invest Cont,800 S  PARK VIEW                    ST
200204647,01/14/2020 12:00:00 AM,01/13/2020 12:00:00 AM,1155,Rampart,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",53,M,H,HAND GUN,Invest Cont,8TH                          ST
200204648,01/14/2020 12:00:00 AM,01/13/2020 12:00:00 AM,1830,Rampart,VEHICLE - STOLEN,0,,,,Invest Cont,TOLUCA
200204650,01/13/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1200,Rampart,BURGLARY,32,M,W,,Invest Cont,200 S  PARK VIEW                    ST
200204662,01/14/2020 12:00:00 AM,01/10/2020 12:00:00 AM,300,Rampart,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",36,M,W,,Invest Cont,3200    ELLSWORTH                    ST
200204665,01/14/2020 12:00:00 AM,01/14/2020 12:00:00 AM,900,Rampart,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",22,F,H,,Invest Cont,6TH                          ST
200204666,01/14/2020 12:00:00 AM,01/12/2020 12:00:00 AM,1830,Rampart,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",49,M,H,,Invest Cont,CARONDELET
200204672,01/14/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1300,Rampart,INTIMATE PARTNER - SIMPLE ASSAULT,56,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1200 S  LAKE                         ST
200406644,03/08/2020 12:00:00 AM,03/05/2020 12:00:00 AM,2200,Hollenbeck,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),28,F,W,,Invest Cont,500    BRITTANIA                    ST
200204681,01/14/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1710,Rampart,TRESPASSING,65,F,W,,Invest Cont,1200 W  11TH                         ST
200204683,01/13/2020 12:00:00 AM,01/13/2020 12:00:00 AM,1900,Rampart,BATTERY - SIMPLE ASSAULT,40,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,BEAUDRY
200204684,01/15/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1800,Rampart,VEHICLE - STOLEN,0,,,,Adult Arrest,1400    ALVARADO                     TR
200204686,01/14/2020 12:00:00 AM,01/13/2020 12:00:00 AM,1930,Rampart,BURGLARY,19,X,X,,Invest Cont,600 S  BIXEL                        ST
200204687,01/14/2020 12:00:00 AM,01/13/2020 12:00:00 AM,2300,Rampart,BURGLARY FROM VEHICLE,27,M,H,,Invest Cont,200 N  BIXEL                        ST
200204688,01/15/2020 12:00:00 AM,01/14/2020 12:00:00 AM,2300,Rampart,BURGLARY FROM VEHICLE,39,M,H,,Invest Cont,BEAUDRY
200608743,04/05/2020 12:00:00 AM,04/05/2020 12:00:00 AM,1600,Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",52,F,H,,Adult Other,7000 W  HOLLYWOOD                    BL
200204691,01/14/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1615,Rampart,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",65,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,700 S  ALVARADO                     ST
200204692,01/15/2020 12:00:00 AM,01/14/2020 12:00:00 AM,2105,Rampart,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",42,F,H,,Invest Cont,1900 W  TEMPLE                       ST
200204693,01/13/2020 12:00:00 AM,01/13/2020 12:00:00 AM,1200,Rampart,THREATENING PHONE CALLS/LETTERS,30,F,B,VERBAL THREAT,Invest Cont,1300    INGRAHAM                     ST
200112317,05/29/2020 12:00:00 AM,05/28/2020 12:00:00 AM,2330,Central,ROBBERY,42,M,W,MACE/PEPPER SPRAY,Invest Cont,7TH
